Job_Title,Salary_Estimate,Rating,Company_Name,Location_,Size_,Founded,Type_of_Ownership,Industry_,Sector_,Revenue_,Competitors,Easy_Apply
Healthcare Analyst / Healthcare Data Analyst,$41K-$86K (Glassdoor est.),5,"PriceSenz
5.0","Irving, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1
Human Resources data Analyst,$41K-$86K (Glassdoor est.),1.9,"MOA
1.9","Plano, TX",51 to 200 employees,1997,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1
Business Analyst - Data Protection,$41K-$86K (Glassdoor est.),3.4,"NTT DATA
3.4","Irving, TX",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Capgemini, Accenture, Deloitte",-1
Data Analyst,$41K-$86K (Glassdoor est.),2.8,"Ho Chunk
2.8","Arlington, TX",201 to 500 employees,1995,Company - Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services",$100 to $500 million (USD),-1,-1
Data Analyst,$41K-$86K (Glassdoor est.),4.2,"Precision technologies corp
4.2","Plano, TX",201 to 500 employees,2008,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1
Data Analytics Senior Analyst,$41K-$86K (Glassdoor est.),3.7,"Citi
3.7","Irving, TX",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
Business Data Analyst,$41K-$86K (Glassdoor est.),-1,Optum Consumer Solutions Group,"Plano, TX",-1,-1,-1,-1,-1,-1,-1,-1
Client Data Analyst,$41K-$86K (Glassdoor est.),3.4,"Mosaic Sales Solutions
3.4","Irving, TX",5001 to 10000 employees,1947,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),"Marketing Werks, GMR Marketing, Anderson Merchandisers",-1
Information Technology Specialist / Data Analyst,$41K-$86K (Glassdoor est.),3.2,"One Call Claims, LLC
3.2","Dallas, TX",201 to 500 employees,-1,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1
Data Analyst,$41K-$86K (Glassdoor est.),4.2,"Prudent Technologies & Consulting
4.2","Grapevine, TX",51 to 200 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1
Data Management Analyst,$41K-$86K (Glassdoor est.),4.7,"Daylight Solutions
4.7","Dallas, TX",51 to 200 employees,-1,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),-1,-1
Data Import Analyst,$41K-$86K (Glassdoor est.),4.6,"LeadsOnline LLC
4.6","Plano, TX",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1
Senior Data Analyst,$41K-$86K (Glassdoor est.),3.8,"Excite Health Partners
3.8","Dallas, TX",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
SAS Data Analyst III(With SOL & Tableau),$41K-$86K (Glassdoor est.),3.4,"PROLIM Global Corporation
3.4","Dallas, TX",201 to 500 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),"Arena, HCL Technologies, PTC",-1
NA Data Reporting Analyst,$41K-$86K (Glassdoor est.),3.1,"ADT
3.1","Irving, TX",10000+ employees,1874,Company - Public,Security Services,Business Services,$2 to $5 billion (USD),"Vivint Smart Home, Johnson Controls",-1
SAS Data Analyst,$41K-$86K (Glassdoor est.),3.4,"Pinnacle Technical Resources, Inc.
3.4","Dallas, TX",5001 to 10000 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
Data Analyst II,$41K-$86K (Glassdoor est.),-1,Insight UK,"Plano, TX",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
Data Science- Security Analyst,$41K-$86K (Glassdoor est.),3.4,"eDataForce consulting LLC
3.4","Dallas, TX",1 to 50 employees,2012,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1
Direct Client Requirement - Data Reporting Analyst,$41K-$86K (Glassdoor est.),-1,"Real Soft, Inc / Diversity Direct","Dallas, TX",-1,-1,-1,-1,-1,-1,-1,-1
Data Management Analyst,$41K-$86K (Glassdoor est.),2.9,"Trinity Industries
2.9","Dallas, TX",10000+ employees,1933,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),"GATX, BNSF Railway",-1
Sr. Business Data Analyst - Enterprise Risk,$41K-$86K (Glassdoor est.),2.5,"ServiceLink, a Black Knight Company
2.5","Dallas, TX",1001 to 5000 employees,1967,Subsidiary or Business Segment,Lending,Finance,$500 million to $1 billion (USD),"Mortgage Connect, Amrock, Title365",-1
Claims Data Analyst,$41K-$86K (Glassdoor est.),4,"Lightbeam Health Solutions
4.0","Irving, TX",51 to 200 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),-1,-1
Data Analyst 4,$41K-$86K (Glassdoor est.),2.8,"Telnet (Rockville, MD)
2.8","Dallas, TX",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1
SENIOR APPLICATION PROGRAMMER ANALYST (Data Transformation & Integration) - ITD,$44K-$82K (Glassdoor est.),3.3,"Tarrant County
3.3","Tarrant, TX",1 to 50 employees,-1,Government,Municipal Governments,Government,Less than $1 million (USD),-1,-1
Data Governance Analyst,$44K-$82K (Glassdoor est.),3.8,"Diversant LLC
3.8","Dallas, TX",1001 to 5000 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Kforce, Mitchell Martin, Insight Global",-1
Data Analyst - SM,$44K-$82K (Glassdoor est.),3.8,"Vastika
3.8","Irving, TX",1 to 50 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),-1,-1
Reporting Data Analyst (contract to hire),$44K-$82K (Glassdoor est.),-1,Financial Services Company,"Dallas, TX",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst {S02268P},$44K-$82K (Glassdoor est.),4.2,"University of Texas at Arlington
4.2","Arlington, TX",1001 to 5000 employees,1967,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1
Data Analyst,$44K-$82K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","Plano, TX",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1
Data Analyst - Marketing,$44K-$82K (Glassdoor est.),3.7,"Fairway Independent Mortgage Corporation
3.7","Carrollton, TX",5001 to 10000 employees,1996,Company - Private,Lending,Finance,$10+ billion (USD),-1,-1
Senior Data Quality Analyst,$44K-$82K (Glassdoor est.),3.6,"Signify Health
3.6","Dallas, TX",501 to 1000 employees,2017,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,TRUE
Senior Data Analyst,$44K-$82K (Glassdoor est.),3.5,"HCL America Inc.
3.5","Plano, TX",10000+ employees,1991,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Infosys, Tata Consultancy Services, Wipro",-1
Sr. Enterprise BI Data Analyst,$44K-$82K (Glassdoor est.),2.1,"Colfax Corporation
2.1","Dallas, TX",10000+ employees,1995,Company - Public,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),"SPX, Flowserve, Robbins & Myers",-1
Accounting/Data Analyst Associate,$44K-$82K (Glassdoor est.),3.7,"Bloomfield Homes
3.7","Southlake, TX",1 to 50 employees,-1,Subsidiary or Business Segment,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,-1
Sr. Business Data Analyst Enterprise Risk,$44K-$82K (Glassdoor est.),2.5,"ServiceLink
2.5","Dallas, TX",1001 to 5000 employees,1967,Subsidiary or Business Segment,Lending,Finance,$500 million to $1 billion (USD),"Mortgage Connect, Amrock, Title365",-1
Sr. BI Data Engineer and Analyst,$44K-$82K (Glassdoor est.),3.6,"Onyx CenterSource
3.6","Dallas, TX",201 to 500 employees,2013,Company - Private,Financial Transaction Processing,Finance,$50 to $100 million (USD),-1,-1
Data Management Analyst,$44K-$82K (Glassdoor est.),-1,Corporate G. LLC,"Dallas, TX",201 to 500 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
"Data Analyst (Python), Dallas, Methods+Mastery (a FleishmanHillard Company)",$44K-$82K (Glassdoor est.),3.3,"Fleishman-Hillard Inc
3.3","Dallas, TX",1001 to 5000 employees,1946,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Edelman, Burson-Marsteller, Weber Shandwick",-1
Pricing Data Analyst,$44K-$82K (Glassdoor est.),-1,Kforce Technology Staffing,"Plano, TX",-1,-1,-1,-1,-1,-1,-1,-1
Data Platform System Analyst Lead (Data Services),$44K-$82K (Glassdoor est.),3.9,"JPMorgan Chase
3.9","Lewisville, TX",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
Business Analyst/Data Analyst,$44K-$82K (Glassdoor est.),3.7,"eTeam Inc.
3.7","Irving, TX",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",-1
Sr. Data Analyst,$44K-$82K (Glassdoor est.),-1,"BurnsSearch, LLC","Dallas, TX",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
Data Analyst,$44K-$82K (Glassdoor est.),3.3,"Mindteck
3.3","Coppell, TX",1001 to 5000 employees,1991,Company - Public,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
"Data Management Analyst - Dallas, TX/ Tempe, FL",$44K-$82K (Glassdoor est.),5,"Georgia IT Inc.
5.0","Dallas, TX",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1
Senior Data Analyst,$44K-$82K (Glassdoor est.),3.5,"Analytical Mechanics Associates
3.5","Dallas, TX",201 to 500 employees,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1
Financial Data Analyst,$44K-$82K (Glassdoor est.),2.6,"CarOffer
2.6","Plano, TX",51 to 200 employees,-1,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,-1,-1
Data Conversion Analyst,$44K-$82K (Glassdoor est.),-1,Harris Local Government Solutions Inc,"Allen, TX",-1,-1,-1,-1,-1,-1,-1,-1
Behavorial Health Data Analyst,$44K-$82K (Glassdoor est.),3.5,"LifePath Systems
3.5","Plano, TX",51 to 200 employees,-1,Government,-1,-1,Unknown / Non-Applicable,-1,-1
Data Analyst Lead - EM & Data,$44K-$82K (Glassdoor est.),4,"Lorven Technologies Inc
4.0","Richardson, TX",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
Senior Data Analyst,$44K-$82K (Glassdoor est.),3.4,"Home Point Financial
3.4","Farmers Branch, TX",1001 to 5000 employees,2015,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,-1
Sr. Data Analyst - Healthcare Claims,$44K-$82K (Glassdoor est.),4.2,"Horn Solutions Inc.
4.2","Dallas, TX",1 to 50 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,-1
Sr. Enterprise BI Data Analyst,$48K-$88K (Glassdoor est.),3,"DJO Global
3.0","Dallas, TX",5001 to 10000 employees,1978,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$1 to $2 billion (USD),"Orthofix, Stryker",-1
Data/Business Solutions Analyst - Jr,$48K-$88K (Glassdoor est.),4.1,"Kforce
4.1","Plano, TX",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
System Analyst(Big Data/Hadoop),$48K-$88K (Glassdoor est.),4,"silverXis inc
4.0","Irving, TX",1 to 50 employees,-1,Other Organization,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
Pricing Data Analyst,$48K-$88K (Glassdoor est.),4.1,"Kforce
4.1","Plano, TX",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
Data Management Analyst,$48K-$88K (Glassdoor est.),3.2,"Community Hospital Corporation
3.2","Plano, TX",1001 to 5000 employees,1996,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
Application Vulnerability Governance Lead Data Analyst,$48K-$88K (Glassdoor est.),3.7,"Citi
3.7","Irving, TX",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
SAP Data Analyst (Contract),$48K-$88K (Glassdoor est.),4,"Two95 International Inc.
4.0","Irving, TX",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1
LAWSON LANDMARK DATA EXTRACT ANALYST,$48K-$88K (Glassdoor est.),3.5,"CTG
3.5","Dallas, TX",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
Business Analytics Analyst II (Data Concierge),$48K-$88K (Glassdoor est.),4.2,"University of Texas at Arlington
4.2","Arlington, TX",1001 to 5000 employees,1967,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1
Data Science Sr. Analyst,$48K-$88K (Glassdoor est.),4.5,"Radiant Digital
4.5","Dallas, TX",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1
Data Analyst -0517 Suv,$48K-$88K (Glassdoor est.),3.8,"Vastika
3.8","Irving, TX",1 to 50 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),-1,-1
Network Data Analyst,$48K-$88K (Glassdoor est.),4.3,"PeopleNTech LLC
4.3","Dallas, TX",1 to 50 employees,-1,Contract,IT Services,Information Technology,$1 to $5 million (USD),-1,-1
Technical Data Analyst Accounting,$48K-$88K (Glassdoor est.),3.7,"eTeam Inc.
3.7","Irving, TX",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",-1
Data Analyst: II (Intermediate),$48K-$88K (Glassdoor est.),4.4,"Ava Consulting
4.4","Irving, TX",1 to 50 employees,-1,Company - Public,IT Services,Information Technology,Less than $1 million (USD),-1,-1
Senior Enterprise Data Management Analyst,$48K-$88K (Glassdoor est.),3.1,"Molex
3.1","Dallas, TX",10000+ employees,1938,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,-1
Data Quality Analyst,$48K-$88K (Glassdoor est.),3.2,"Net2Source
3.2","Richardson, TX",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
Data Analyst - IT Administrator,$48K-$88K (Glassdoor est.),3.3,"ClientSolv Technologies
3.3","Allen, TX",51 to 200 employees,1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1
Senior Data Analyst,$48K-$88K (Glassdoor est.),2.8,"Ho Chunk
2.8","Arlington, TX",201 to 500 employees,1995,Company - Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services",$100 to $500 million (USD),-1,-1
Data Analyst Lead - Air/Technical Operations,$48K-$88K (Glassdoor est.),4,"Lorven Technologies Inc
4.0","Richardson, TX",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
"Analyst, Client Data II",$48K-$88K (Glassdoor est.),3.4,"Mosaic Sales Solutions
3.4","Irving, TX",5001 to 10000 employees,1947,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),"Marketing Werks, GMR Marketing, Anderson Merchandisers",-1
DATA ENGINEER / DATA ANALYST,$48K-$88K (Glassdoor est.),3.9,"Diverse Lynx
3.9","Plano, TX",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
Jr. Data Warehouse Systems Analyst,$48K-$88K (Glassdoor est.),3.2,"Net2Source
3.2","Richardson, TX",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
"Data Management Analyst in Plano, TX at Community Hospital Corporation",$48K-$88K (Glassdoor est.),3.5,"Community Hospital
3.5","Plano, TX",201 to 500 employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1
QA Automation Analyst with Big data technology,$48K-$88K (Glassdoor est.),3.4,"TECHNOCRAFT Solutions
3.4","Richardson, TX",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1
Data Analyst Lead - Commercial,$48K-$88K (Glassdoor est.),4,"Lorven Technologies Inc
4.0","Richardson, TX",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
Senior Data Analyst - Property Operations,$48K-$88K (Glassdoor est.),4.3,"Mill Creek Residential Trust
4.3","Dallas, TX",501 to 1000 employees,2011,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,"Alliance Residential, Wood Partners, Trammell Crow Residential",-1
Sr Data Management Analyst,$48K-$88K (Glassdoor est.),3.5,"Employbridge
3.5","Irving, TX",1001 to 5000 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),-1,-1
Senior Data Quality Analyst,$44K-$78K (Glassdoor est.),3.2,"FirstAmerica
3.2","Arlington, TX",10000+ employees,1995,Company - Private,Transportation Management,Transportation & Logistics,$5 to $10 billion (USD),-1,-1
Lead Data Analyst,$44K-$78K (Glassdoor est.),3.6,"ArcBest
3.6","Plano, TX",10000+ employees,1923,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion (USD),-1,-1
Data Analyst Lead (Customer and Reservations),$44K-$78K (Glassdoor est.),4,"Lorven Technologies Inc
4.0","Richardson, TX",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
Data Analyst - Senior,$44K-$78K (Glassdoor est.),-1,Kforce Technology Staffing,"Plano, TX",-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Risk Analyst,$44K-$78K (Glassdoor est.),3.9,"Peyton Resource Group (PRG)
3.9","Plano, TX",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1
Data/Business Operations Analyst,$44K-$78K (Glassdoor est.),-1,Searchlight Professional Networks,"Dallas, TX",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst - Sr,$44K-$78K (Glassdoor est.),3.8,"Apex Systems
3.8","Plano, TX",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",TRUE
Data Analyst - Senior,$44K-$78K (Glassdoor est.),4.1,"Kforce
4.1","Plano, TX",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
Digital S/W Eng Lead Analyst (Big data with SAS and PySpark background),$44K-$78K (Glassdoor est.),4.5,"Frontend Arts
4.5","Irving, TX",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,-1
